id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
K000391,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000391.json,Raja,,Krishnamoorthi,,1973-07-19,M,D,,congressmanraja,congressmanraja,,412701,103408,117519,21730,N00033240,/g/11c5m7lxtk,H6IL08147,https://krishnamoorthi.house.gov,https://krishnamoorthi.house.gov/rss.xml,,True,D+8,-0.315,,4,2020,907,3,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:il/cd:8,115 Cannon House Office Building,202-225-3711,,IL,8,False,1708,0.33,98.56,1.33
K000382,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000382.json,Ann,McLane,Kuster,,1956-09-05,F,D,,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,412557,62650,122256,21340,N00030875,/m/064p47_,H0NH02181,https://kuster.house.gov,https://kuster.house.gov/rss.xml,,True,D+2,-0.255,,8,2020,907,18,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:nh/cd:2,320 Cannon House Office Building,202-225-5206,,NH,2,False,3302,1.98,98.65,1.24
K000392,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000392.json,David,,Kustoff,,1966-10-08,M,R,,repdavidkustoff,RepDavidKustoff,,412724,28903,48997,21731,N00025445,/g/11c1qmm_nk,H2TN07103,https://kustoff.house.gov,https://kustoff.house.gov/rss.xml,,True,R+19,0.529,,4,2020,907,23,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tn/cd:8,523 Cannon House Office Building,202-225-4714,,TN,8,False,4708,2.54,96.92,2.96
L000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000585.json,Darin,M.,LaHood,,1968-07-05,M,R,,RepLaHood,replahood,,412674,70020,128760,21562,N00037031,/m/0gg7rcy,H6IL18088,https://lahood.house.gov,https://lahood.house.gov/rss.xml,,True,R+15,0.464,,6,2020,907,39,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:il/cd:18,1424 Longworth House Office Building,202-225-6201,,IL,18,False,1718,4.3,96.28,3.6
L000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000578.json,Doug,,LaMalfa,,1960-07-02,M,R,,RepLaMalfa,RepLaMalfa,RepLaMalfa,412510,68493,29713,21302,N00033987,/m/0288tnx,H2CA02142,https://lamalfa.house.gov,https://lamalfa.house.gov/rss.xml,,True,R+11,0.532,,8,2020,907,39,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ca/cd:1,322 Cannon House Office Building,202-225-3076,,CA,1,False,0601,4.3,94.43,5.45
L000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000588.json,Conor,,Lamb,,1984-06-27,M,D,,RepConorLamb,RepConorLamb,,412744,,177656,21756,N00041870,/g/11gdj36kt1,H8PA18181,https://lamb.house.gov,https://lamb.house.gov/rss.xml,,True,R+3,-0.122,,4,2020,907,3,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:pa/cd:17,1224 Longworth House Office Building,202-225-2301,,PA,17,False,4217,0.33,93.02,6.87
L000564,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000564.json,Doug,,Lamborn,,1954-05-24,M,R,,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,412191,1022846,2698,20704,N00028133,/m/0fsgdd,H6CO05159,https://lamborn.house.gov,,,True,R+14,0.679,,14,2020,907,25,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:co/cd:5,2371 Rayburn House Office Building,202-225-4422,,CO,5,False,0805,2.76,95.54,4.34
L000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000559.json,Jim,,Langevin,,1964-04-22,M,D,,JimLangevin,CongressmanJimLangevin,jimlangevin,400230,86608,55787,20136,N00009724,/m/02tvqy,H0RI02139,https://langevin.house.gov,https://langevin.house.gov/rss.xml,,True,D+6,-0.375,,20,2020,907,4,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ri/cd:2,2077 Rayburn House Office Building,202-225-2735,,RI,2,False,4402,0.44,98.89,1.0
L000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000560.json,Rick,,Larsen,,1965-06-15,M,D,,RepRickLarsen,RepRickLarsen,congressmanlarsen,400232,86610,56231,20145,N00009759,/m/025953,H0WA02080,https://larsen.house.gov,,,True,D+10,-0.364,,20,2020,907,9,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:wa/cd:2,2113 Rayburn House Office Building,202-225-2605,,WA,2,False,5302,0.99,98.55,1.34
L000557,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000557.json,John,B.,Larson,,1948-07-22,M,D,,RepJohnLarson,RepJohnLarson,RepJohnLarson,400233,36596,17188,29908,N00000575,/m/024zl9,H8CT01046,https://larson.house.gov,https://larson.house.gov/rss.xml,,True,D+12,-0.397,,22,2020,907,13,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ct/cd:1,1501 Longworth House Office Building,202-225-2265,,CT,1,False,0901,1.43,99.33,0.56
L000566,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000566.json,Robert,E.,Latta,,1956-04-18,M,R,,BobLatta,boblatta,CongressmanBobLatta,412256,1028071,9926,20755,N00012233,/m/02z6_j1,H8OH05036,https://latta.house.gov,https://latta.house.gov/news/rss.aspx,,True,R+11,0.518,,14,2020,907,1,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:oh/cd:5,2467 Rayburn House Office Building,202-225-6405,,OH,5,False,3905,0.11,98.33,1.56
L000581,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000581.json,Brenda,,Lawrence,,1954-10-18,F,D,,RepLawrence,395759603917487,,412638,79924,78851,21530,N00034068,/m/02w_vhg,H2MI14111,https://lawrence.house.gov,https://lawrence.house.gov/rss.xml,,True,D+30,-0.445,,6,2020,907,41,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:mi/cd:14,2463 Rayburn House Office Building,202-225-5802,,MI,14,False,2614,4.52,99.19,0.69
L000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000586.json,Al,,Lawson,,1948-09-23,M,D,,RepAlLawsonJr,RepAlLawsonJr,,412693,90480,24263,21732,N00030642,/m/03cg0sv,H0FL02086,https://lawson.house.gov,,,True,D+12,-0.255,,4,2020,907,36,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:fl/cd:5,1406 Longworth House Office Building,202-225-0123,,FL,5,False,1205,3.97,98.04,1.84
L000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000551.json,Barbara,,Lee,,1946-07-16,F,D,,RepBarbaraLee,RepBarbaraLee,RepLee,400237,54579,8315,29778,N00008046,/m/024sjy,H8CA09060,https://lee.house.gov,,,True,D+40,-0.683,,24,2020,907,9,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ca/cd:13,2470 Rayburn House Office Building,202-225-2661,,CA,13,False,0613,0.99,97.32,2.57
L000590,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000590.json,Susie,,Lee,,1966-11-07,F,D,,RepSusieLee,,,412802,,169344,,N00037247,/g/11gtdntn1_,H6NV04020,https://susielee.house.gov,,,True,R+2,,,2,2020,907,4,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:nv/cd:3,522 Cannon House Office Building,202-225-3252,,NV,3,False,3203,0.44,96.89,3.0
L000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000589.json,Debbie,,Lesko,,1958-11-14,F,R,,RepDLesko,RepDebbieLesko,,412745,,106483,21757,N00042056,/m/0zwmkgq,H8AZ08158,https://lesko.house.gov,,,True,R+13,0.606,,4,2020,907,15,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:az/cd:8,1113 Longworth House Office Building,202-225-4576,,AZ,8,False,0408,1.65,94.57,5.32
L000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000593.json,Mike,,Levin,,1978-10-28,M,D,,RepMikeLevin,,,412760,,179416,,N00040667,/g/11gjhfrvyp,H8CA49058,https://mikelevin.house.gov,,,True,R+1,,,2,2020,907,0,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ca/cd:49,1626 Longworth House Office Building,202-225-3906,,CA,49,False,0649,0.0,99.12,0.77
L000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000592.json,Andy,,Levin,,1960-08-01,M,D,,RepAndyLevin,,,412785,,66287,,N00042149,/g/11gt53dw2h,H8MI09118,https://andylevin.house.gov,,,True,D+4,,,2,2020,907,2,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:mi/cd:9,228 Cannon House Office Building,202-225-4961,,MI,9,False,2609,0.22,98.12,1.77
L000287,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000287.json,John,,Lewis,,1940-02-21,M,D,,RepJohnLewis,RepJohnLewis,repjohnlewis,400240,2528,26820,15431,N00002577,/m/02555z,H6GA05217,https://johnlewis.house.gov,https://johnlewis.house.gov/rss.xml,,False,D+34,-0.589,,34,2020,839,119,0,2020-09-24 19:02:23 -0400,ocd-division/country:us/state:ga/cd:5,300 Cannon House Office Building,202-225-3801,,GA,5,False,1305,14.18,99.44,0.42
L000582,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000582.json,Ted,,Lieu,,1969-03-29,M,D,,RepTedLieu,RepTedLieu,,412616,28076,1516,21507,N00035825,/m/0f3y2w,H4CA33119,https://lieu.house.gov,https://lieu.house.gov/rss.xml,,True,D+16,-0.371,,6,2020,907,42,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ca/cd:33,403 Cannon House Office Building,202-225-3976,,CA,33,False,0633,4.63,98.15,1.74
L000563,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000563.json,Daniel,,Lipinski,,1966-07-15,M,D,,RepLipinski,repdanlipinski,lipinski03,400630,1013046,33692,20508,N00027239,/m/0508fv,H4IL03077,https://lipinski.house.gov,https://lipinski.house.gov/rss/press-releases.xml,,True,D+6,-0.228,,16,2020,907,34,2,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:il/cd:3,2346 Rayburn House Office Building,202-225-5701,,IL,3,False,1703,3.75,95.99,3.9
L000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000565.json,Dave,,Loebsack,,1952-12-23,M,D,,DaveLoebsack,DaveLoebsack,congressmanloebsack,412209,1022883,68964,20720,N00027741,/m/0gtmqs,H6IA02146,https://loebsack.house.gov,https://loebsack.house.gov/news/rss.aspx,,True,D+1,-0.276,,14,2020,907,24,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ia/cd:2,1211 Longworth House Office Building,202-225-6576,,IA,2,False,1902,2.65,98.52,1.36
L000397,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000397.json,Zoe,,Lofgren,,1947-12-21,F,D,,RepZoeLofgren,zoelofgren,RepZoeLofgren,400245,36520,21899,29504,N00007479,/m/024t94,H4CA16049,https://lofgren.house.gov,https://lofgren.house.gov/rss.xml,,True,D+24,-0.402,,26,2020,907,30,1,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ca/cd:19,1401 Longworth House Office Building,202-225-3072,,CA,19,False,0619,3.31,97.83,2.06
L000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000576.json,Billy,,Long,,1955-08-11,M,R,,USRepLong,Rep.Billy.Long,MOdistrict7,412445,61880,123401,21150,N00030676,/m/0ds17_9,H0MO07113,https://long.house.gov,https://long.house.gov/common/rss/index.cfm?rss=49,,True,R+23,0.547,,10,2020,907,15,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:mo/cd:7,2454 Rayburn House Office Building,202-225-6536,,MO,7,False,2907,1.65,95.03,4.86
L000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000583.json,Barry,,Loudermilk,,1963-12-22,M,R,,RepLoudermilk,reploudermilk,,412624,76165,31618,21515,N00035347,/m/0wqdmcm,H4GA11061,https://loudermilk.house.gov,,,True,R+17,0.689,,6,2020,907,110,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ga/cd:11,422 Cannon House Office Building,202-225-2931,,GA,11,False,1311,12.13,91.92,7.95
L000579,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000579.json,Alan,,Lowenthal,,1941-03-08,M,D,,RepLowenthal,RepLowenthal,RepLowenthal,412521,93815,16469,21313,N00033274,/m/027jz0m,H2CA00104,https://lowenthal.house.gov,,,True,D+13,-0.45,,8,2020,907,4,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ca/cd:47,108 Cannon House Office Building,202-225-7924,,CA,47,False,0647,0.44,98.22,1.66
L000480,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000480.json,Nita,M.,Lowey,,1937-07-05,F,D,,NitaLowey,RepLowey,nitalowey,400246,6110,26982,15612,N00001024,/m/03tv8l,H8NY20056,https://lowey.house.gov,https://lowey.house.gov/rss.xml,,True,D+7,-0.389,,32,2020,907,21,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ny/cd:17,2365 Rayburn House Office Building,202-225-6506,,NY,17,False,3617,2.32,99.32,0.57
L000491,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000491.json,Frank,D.,Lucas,,1960-01-06,M,R,,RepFrankLucas,RepFrankLucas,RepFrankLucas,400247,35692,27032,29393,N00005559,/m/033tnk,H4OK06056,https://lucas.house.gov,https://lucas.house.gov/rss.xml,,True,R+27,0.362,,28,2020,907,51,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ok/cd:3,2405 Rayburn House Office Building,202-225-5565,,OK,3,False,4003,5.62,94.58,5.3
L000569,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000569.json,Blaine,,Luetkemeyer,,1952-05-07,M,R,,RepBlaine,BlaineLuetkemeyer,BLuetkemeyer,412292,1031348,20400,20926,N00030026,/m/04ycpq1,H8MO09153,https://luetkemeyer.house.gov,https://luetkemeyer.house.gov/news/rss.aspx,,True,R+18,0.438,,12,2020,907,9,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:mo/cd:3,2230 Rayburn House Office Building,202-225-2956,,MO,3,False,2903,0.99,94.05,5.84
L000570,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000570.json,Ben,Ray,Luján,,1972-06-07,M,D,,RepBenRayLujan,RepBenRayLujan,Repbenraylujan,412293,1031351,102842,20932,N00029562,/m/0412qzq,H8NM03196,https://lujan.house.gov,https://lujan.house.gov/rss/press-releases.xml,,True,D+8,-0.367,,12,2020,907,4,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:nm/cd:3,2323 Rayburn House Office Building,202-225-6190,,NM,3,False,3503,0.44,98.45,1.44
L000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000591.json,Elaine,,Luria,,1975-08-15,F,D,,RepElaineLuria,,,412830,,179677,,N00042293,/g/11gtd16xvy,H8VA02111,https://luria.house.gov,,,True,R+8,,,2,2020,907,10,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:va/cd:2,534 Cannon House Office Building,202-225-4215,,VA,2,False,5102,1.1,93.3,6.58
L000562,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000562.json,Stephen,F.,Lynch,,1955-03-31,M,D,,RepStephenLynch,repstephenlynch,RepLynch,400249,1000222,4844,20119,N00013855,/m/028vsz,H2MA09072,https://lynch.house.gov,https://lynch.house.gov/rss.xml,,True,D+10,-0.35,,20,2020,907,8,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ma/cd:8,2109 Rayburn House Office Building,202-225-8273,,MA,8,False,2508,0.88,98.66,1.23
M001203,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001203.json,Tom,,Malinowski,,1965-09-23,M,D,,RepMalinowski,,,412798,,179645,,N00041843,/g/11cmhw_v1s,H8NJ07223,https://malinowski.house.gov,,,True,R+3,,,2,2020,907,3,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:nj/cd:7,426 Cannon House Office Building,202-225-5361,,NJ,7,False,3407,0.33,98.34,1.55
M001185,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001185.json,Sean,Patrick,Maloney,,1966-07-30,M,D,,RepSeanMaloney,RepSeanMaloney,,412562,79760,139760,21344,N00034277,/m/0b697g,H2NY22139,https://seanmaloney.house.gov,https://seanmaloney.house.gov/rss.xml,,True,R+1,-0.238,,8,2020,907,11,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ny/cd:18,2331 Rayburn House Office Building,202-225-5441,,NY,18,False,3618,1.21,97.32,2.57
M000087,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000087.json,Carolyn,B.,Maloney,,1946-02-19,F,D,,RepMaloney,RepCarolynMaloney,carolynbmaloney,400251,26162,26978,29379,N00000078,/m/03txd5,H2NY14037,https://maloney.house.gov,https://maloney.house.gov/rss.xml,,True,D+31,-0.387,,28,2020,907,4,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ny/cd:12,2308 Rayburn House Office Building,202-225-7944,,NY,12,False,3612,0.44,98.22,1.66
M001158,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001158.json,Kenny,,Marchant,,1951-02-23,M,R,,RepKenMarchant,RepKennyMarchant,RepKennyMarchant,400656,1013059,5549,20532,N00026710,/m/04cvjb,H4TX24094,https://marchant.house.gov,,,True,R+9,0.6,,16,2020,907,178,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:tx/cd:24,2304 Rayburn House Office Building,202-225-6605,,TX,24,False,4824,19.63,92.54,7.32
M001179,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001179.json,Tom,,Marino,,1952-08-15,M,R,,RepTomMarino,CongressmanMarino,RepMarino,412468,95129,119478,21170,N00031777,/m/02qv_mf,H0PA10078,https://marino.house.gov,https://marino.house.gov/rss.xml,,False,,0.352,,10,2020,45,20,0,2020-09-24 19:02:23 -0400,ocd-division/country:us/state:pa/cd:12,1717 Longworth House Office Building,202-225-3731,,PA,12,False,4212,44.44,95.83,0.0
M001198,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001198.json,Roger,,Marshall,,1960-08-09,M,R,,RepMarshall,rogermarshallmd,,412704,103425,172080,21734,N00037034,/g/11c4btdtm1,H6KS01179,https://marshall.house.gov,https://marshall.house.gov/rss.xml,,True,R+24,0.528,,4,2020,907,51,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ks/cd:1,312 Cannon House Office Building,202-225-2715,,KS,1,False,2001,5.62,93.64,6.24
M001184,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001184.json,Thomas,,Massie,,1971-01-13,M,R,,RepThomasMassie,RepThomasMassie,repthomasmassie,412503,79951,132068,31102,N00034041,/m/0h_cb6v,H2KY04121,https://massie.house.gov,https://massie.house.gov/rss.xml,,True,R+18,0.681,,10,2020,907,25,7,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:ky/cd:4,2453 Rayburn House Office Building,202-225-3465,,KY,4,False,2104,2.76,73.74,26.14
M001199,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001199.json,Brian,,Mast,,1980-07-10,M,R,,repbrianmast,repbrianmast,repbrianmast,412698,104540,166245,21735,N00037269,/g/11cs5xxx_f,H6FL18097,https://mast.house.gov,,,True,R+5,0.413,,4,2020,907,47,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:fl/cd:18,2182 Rayburn House Office Building,202-225-3026,,FL,18,False,1218,5.18,87.44,12.44
M001163,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001163.json,Doris,,Matsui,,1944-09-25,F,D,,DorisMatsui,doris.matsui,RepDorisMatsui,400663,26602,28593,20538,N00027459,/m/059hdf,H6CA05195,https://matsui.house.gov,,,True,D+21,-0.434,,16,2020,907,8,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ca/cd:6,2311 Rayburn House Office Building,202-225-7163,,CA,6,False,0606,0.88,98.66,1.23
M001209,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001209.json,Ben,,McAdams,,1974-12-05,M,D,,RepBenMcAdams,,,412829,,117512,,N00042013,/m/0bbv3kw,H8UT04053,https://mcadams.house.gov,,,True,R+13,,,2,2020,907,2,0,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:ut/cd:4,130 Cannon House Office Building,202-225-3011,,UT,4,False,4904,0.22,84.94,14.95
M001208,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001208.json,Lucy,,McBath,,1960-06-01,F,D,,replucymcbath,,,412769,,178538,,N00042813,/g/11f647_0gj,H8GA06393,https://mcbath.house.gov,,,True,R+8,,,2,2020,907,2,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ga/cd:6,1513 Longworth House Office Building,202-225-4501,,GA,6,False,1306,0.22,96.57,3.32
M001165,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001165.json,Kevin,,McCarthy,,1965-01-26,M,R,House Minority Leader,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,412190,85231,28918,20703,N00028152,/m/074qxm,H6CA22125,https://kevinmccarthy.house.gov,https://kevinmccarthy.house.gov/rss.xml,,True,R+14,0.458,,14,2020,907,17,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ca/cd:23,2468 Rayburn House Office Building,202-225-2915,,CA,23,False,0623,1.87,94.78,5.1
M001157,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001157.json,Michael,,McCaul,,1962-01-14,M,R,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,400654,1013056,49210,20530,N00026460,/m/0492cz,H4TX10093,https://mccaul.house.gov,https://mccaul.house.gov/rss.xml,,True,R+9,0.434,,16,2020,907,7,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:tx/cd:10,2001 Rayburn House Office Building,202-225-2401,,TX,10,False,4810,0.77,91.26,8.63
M001177,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001177.json,Tom,,McClintock,,1956-07-10,M,R,,RepMcClintock,81125319109,McClintockCA04,412295,30359,9715,20903,N00006863,/m/01r6jp,H8CA04152,https://mcclintock.house.gov,https://mcclintock.house.gov/rss.xml,,True,R+10,0.72,,12,2020,907,25,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ca/cd:4,2312 Rayburn House Office Building,202-225-2511,,CA,4,False,0604,2.76,87.99,11.9
M001143,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001143.json,Betty,,McCollum,,1954-07-12,F,D,,BettyMcCollum04,repbettymccollum,BMcCollum04,400259,86670,3812,20122,N00012942,/m/0249hy,H0MN04049,https://mccollum.house.gov,https://mccollum.house.gov/rss.xml,,True,D+14,-0.418,,20,2020,907,0,1,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:mn/cd:4,2256 Rayburn House Office Building,202-225-6631,,MN,4,False,2704,0.0,98.45,1.44
M001200,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001200.json,A.,Donald,McEachin,,1961-10-10,M,D,,RepMcEachin,RepMcEachin,,412728,103621,8230,21736,N00039327,/m/0979v6,H6VA04061,https://mceachin.house.gov,https://mceachin.house.gov/rss.xml,,True,D+16,-0.374,,4,2020,907,176,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:va/cd:4,314 Cannon House Office Building,202-225-6365,,VA,4,False,5104,19.4,97.95,1.92
M000312,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000312.json,Jim,,McGovern,,1959-11-20,M,D,,RepMcGovern,RepJimMcGovern,repjimmcgovern,400263,45976,552,29729,N00000179,/m/028vn7,H4MA03022,https://mcgovern.house.gov,,,True,D+9,-0.539,,24,2020,907,7,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ma/cd:2,408 Cannon House Office Building,202-225-6101,,MA,2,False,2502,0.77,98.33,1.56
M001156,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001156.json,Patrick,T.,McHenry,,1975-10-22,M,R,,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,400644,1007062,21031,20522,N00026627,/m/02b4rz,H4NC10047,https://mchenry.house.gov,https://mchenry.house.gov/news/rss.aspx,,True,R+12,0.552,,16,2020,907,61,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:nc/cd:10,2004 Rayburn House Office Building,202-225-2576,,NC,10,False,3710,6.73,94.03,5.85
M001180,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001180.json,David,,McKinley,,1947-03-28,M,R,,RepMcKinley,RepMcKinley,RepDavidMcKinley,412487,9269013,117396,21188,N00031681,/m/0crj8tf,H0WV01072,https://mckinley.house.gov,,,True,R+19,0.301,,10,2020,907,0,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:wv/cd:1,2239 Rayburn House Office Building,202-225-4172,,WV,1,False,5401,0.0,92.32,7.56
M001159,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001159.json,Cathy,,McMorris Rodgers,,1969-05-22,F,R,,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,400659,1013063,3217,20535,N00026314,/m/03dlf3,H4WA05077,https://mcmorris.house.gov,,,True,R+8,0.426,,16,2020,907,25,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:wa/cd:5,1035 Longworth House Office Building,202-225-2006,,WA,5,False,5305,2.76,92.22,7.67
M001166,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001166.json,Jerry,,McNerney,,1951-06-18,M,D,,RepMcNerney,jerrymcnerney,RepJerryMcNerney,412189,1021667,29474,20702,N00026926,/m/07zk65,H4CA11081,https://mcnerney.house.gov,https://mcnerney.house.gov/rss.xml,,True,D+8,-0.262,,14,2020,907,28,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ca/cd:9,2265 Rayburn House Office Building,202-225-1947,,CA,9,False,0609,3.09,99.2,0.68
M001187,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001187.json,Mark,,Meadows,,1959-07-28,M,R,,RepMarkMeadows,Repmarkmeadows,RepMarkMeadows,412552,79621,136459,21348,N00033631,/m/0lqdy32,H2NC11080,https://meadows.house.gov,,,False,R+14,0.605,,8,2020,803,51,0,2020-09-24 19:02:23 -0400,ocd-division/country:us/state:nc/cd:11,2160 Rayburn House Office Building,202-225-6401,,NC,11,False,3711,6.35,91.82,8.04
M001137,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001137.json,Gregory,W.,Meeks,,1953-09-25,M,D,,RepGregoryMeeks,gregorymeeksny05,gwmeeks,400271,53469,4360,29776,N00001171,/m/024_3b,H8NY06048,https://meeks.house.gov,https://meeks.house.gov/rss.xml,,True,D+37,-0.413,,24,2020,907,53,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ny/cd:5,2310 Rayburn House Office Building,202-225-3461,,NY,5,False,3605,5.84,98.71,1.17
M001188,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001188.json,Grace,,Meng,,1975-10-01,F,D,,RepGraceMeng,repgracemeng,,412560,68411,69157,21342,N00034547,/m/04ld76x,H2NY06116,https://meng.house.gov,https://meng.house.gov/rss.xml,,True,D+16,-0.378,,8,2020,907,26,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ny/cd:6,2209 Rayburn House Office Building,202-225-2601,,NY,6,False,3606,2.87,96.59,3.3
